Level ID,Level Name,Type,Name,Details,Location,Location hints
15,Far Land,Mercenary Camp,MercenaryCamp012,Base mercs: 2.8B; Base cost: 25.05,Territory: Vazquez,"Part of bonuses: Honesty, Lovegain, Enchanted Ground"
15,Far Land,Mercenary Camp,MercenaryCamp013,Base mercs: 1.2B; Base cost: 34.20,Territory: Clarke,"Part of bonuses: Pickthank's House, Court Edge, Vanity"
15,Far Land,Meta,Total Armies Required,70.9B,,
15,Far Land,Meta,Total Base Army Caches,6.2B,,
15,Far Land,Meta,Total Base Mercenaries,11.2B,,
15,Far Land,Meta,Total Base Mercenaries Costs,241.9B,,
15,Far Land,Meta,Total Base Money Caches,30.1B,,
15,Far Land,Meta,Total Base Money Generation Per Sec,307.4K,,
15,Far Land,Meta,Total Hospitals Save per Terr,84.8M,,
15,Far Land,Meta,Total Hospitals Upgrade Costs,151.9B,,
15,Far Land,Meta,Total Powers Available,TWx4 SACx1 SMx1 FCx3 MRx1 FBx1 IMx1,,
15,Far Land,Meta,Total Territories,744,,
15,Far Land,Recipe,Aluminum Bar,Requires: Aluminum x6.4K,Territory: Haynes,"Part of bonuses: Persevering Valiant, Wall of Salvation Field, Land of Vain Glory"
15,Far Land,Recipe,Barbed Wire,"Requires: Copper Bar x6, Nickel Bar x1",Territory: Pierce,"Part of bonuses: Help's Backyard, Slough of Despond, Helpness Place"
15,Far Land,Recipe,Copper Bar,Requires: Copper x405,Territory: Carpenter,"Part of bonuses: Site of Bad Advice, Morality's Village, Town of Morality"
15,Far Land,Recipe,Copper Wire,Requires: Copper Bar x3,Territory: Genesis Path,Part of bonuses: Royal Paths
15,Far Land,Recipe,Gold Bar,"Requires: Gold x14.2K, Tin x84.6K",Bonus: Place of Deliverance,Part of bonuses: Land of Vain Glory
15,Far Land,Recipe,Iron Bar,Requires: Iron x578,Territory: Hopkins,"Part of bonuses: Mr. Legality's Garden, Legality's Village, Town of Morality"
15,Far Land,Recipe,Lead Bar,Requires: Lead x2.3K,Territory: Green,"Part of bonuses: The Tophet, City of Destruction, Apostasy"
15,Far Land,Recipe,Metal Pipe,"Requires: Iron Bar x28, Nickel Bar x13, Zinc Bar x21",Territory: Reese,"Part of bonuses: Watchful's House, Imanuel’s Land, Hill of Difficulty"
15,Far Land,Recipe,Metal Sheet,"Requires: Tin Bar x66, Lead Bar x13",Territory: Wise,"Part of bonuses: Mouth of Hell, Shadow of Dead, County of Coveting"
15,Far Land,Recipe,Nail,"Requires: Iron Bar x8, Tin Bar x11",Territory: Vega,"Part of bonuses: Sunset Arbor, Imanuel’s Land, Pretense Bank"
15,Far Land,Recipe,Nickel Bar,Requires: Nickel x1.3K,Territory: Aijalon Path,Part of bonuses: Royal Paths
15,Far Land,Recipe,Platinum Bar,"Requires: Platinum x22.2K, Iron x134.3K",Bonus: Wilderness,"Part of bonuses: Fair Speech, County of Coveting"
15,Far Land,Recipe,Screw,Requires: Iron Bar x4,Bonus: Valley Lucre,Part of bonuses: Pleasant Meadow
15,Far Land,Recipe,Silicon Bar,Requires: Silicon x3.8K,Territory: Miller,"Part of bonuses: Pilgrim's Backyard, City of Destruction, Apostasy"
15,Far Land,Recipe,Silver Bar,"Requires: Silver x9.1K, Copper x71.2K",Territory: Perkins,"Part of bonuses: Help's Garden, Slough of Despond, Helpness Place"
15,Far Land,Recipe,Thorium Bar,"Requires: Thorium x67.0K, Silver x297.6K",Bonus: Executions Corner,Part of bonuses: Vanity
15,Far Land,Recipe,Tin Bar,Requires: Tin x428,Territory: Larson,"Part of bonuses: Wiked Gate, Wiked Gate District, Town of Morality"
15,Far Land,Recipe,Tin Can,Requires: Tin Bar x25,Territory: Rhodes,"Part of bonuses: Passion, Wall of Salvation Field, Land of Vain Glory"
15,Far Land,Recipe,Titanium Bar,"Requires: Titanium x42.9K, Zinc x258.0K",Territory: Keith,"Part of bonuses: Experience Garden, Enchanted Ground, Mt. Error"
15,Far Land,Recipe,Welding Rod,Requires: Aluminum Bar x8,Bonus: Lovegain,Part of bonuses: Enchanted Ground
15,Far Land,Recipe,Zinc Bar,Requires: Zinc x771,Territory: Dream Pier,Part of bonuses: Royal Paths
15,Far Land,Tech Recipe,!MS: Advanced negotiations,Requires: Lead Bar x108,,
15,Far Land,Tech Recipe,!MS: Assert dominance,"Requires: Gold Bar x8, Silicon Bar x336",,
15,Far Land,Tech Recipe,!MS: Bait and switch tactics,"Requires: Screw x160, Barbed Wire x250",,
15,Far Land,Tech Recipe,!MS: Basic Marketing,Requires: Tin Bar x28,,
15,Far Land,Tech Recipe,!MS: Basic negotiations,"Requires: Barbed Wire x76, Tin Bar x843",,
15,Far Land,Tech Recipe,!MS: Break a few shins,"Requires: Metal Sheet x59, Tin Can x146",,
15,Far Land,Tech Recipe,!MS: Efficient Smelters,"Requires: Nickel Bar x18, Iron Bar x326",,
15,Far Land,Tech Recipe,!MS: Faster Construction,Requires: Copper Bar x3.6K,,
15,Far Land,Tech Recipe,!MS: Faster Crafters,"Requires: Copper Wire x94, Zinc Bar x188",,
15,Far Land,Tech Recipe,!MS: Faster Smelters,Requires: Copper Bar x49,,
15,Far Land,Tech Recipe,!MS: Incentive Program,Requires: Tin Bar x394,,
15,Far Land,Tech Recipe,!MS: Intern Salesman,"Requires: Iron Bar x82, Tin Bar x215",,
15,Far Land,Tech Recipe,!MS: Medicine Refinement,Requires: Silver Bar x8,,
15,Far Land,Tech Recipe,!MS: Prefab Assembly,Requires: Lead Bar x467,,
15,Far Land,Tech Recipe,!MS: Price Collusion,"Requires: Barbed Wire x82, Nickel Bar x117",,
15,Far Land,Tech Recipe,!MS: Tell your workers that it's cash,"Requires: Platinum Bar x2, Zinc Bar x1.8K",,
15,Far Land,Tech Recipe,!MS: Window display on busy street,"Requires: Iron Bar x614, Copper Bar x1.5K",,
15,Far Land,Tech Recipe,Barehand Mining,"Requires: Tin Bar x11, Copper Bar x92",,
15,Far Land,Tech Recipe,Basic Recruitment,"Requires: Iron Bar x29, Copper Bar x326",,
15,Far Land,Tech Recipe,Better Trucks,Requires: Silicon Bar x14,,
15,Far Land,Tech Recipe,Bigger Trucks,"Requires: Nail x235, Copper Wire x893",,
15,Far Land,Tech Recipe,Billboards,Requires: Zinc Bar x36,,
15,Far Land,Tech Recipe,College Recruiters,"Requires: Tin Can x68, Silver Bar x22",,
15,Far Land,Tech Recipe,Cost Cutting,"Requires: Screw x74, Lead Bar x59",,
15,Far Land,Tech Recipe,Craft Dupe,"Requires: Screw x331, Barbed Wire x517",,
15,Far Land,Tech Recipe,Cut Veteran's Benefits,"Requires: Tin Can x74, Aluminum Bar x96",,
15,Far Land,Tech Recipe,Drafting,"Requires: Tin Bar x43, Copper Bar x172",,
15,Far Land,Tech Recipe,Drill Sergeant pay cuts,"Requires: Nail x103, Nickel Bar x572",,
15,Far Land,Tech Recipe,Drills,"Requires: Platinum Bar x10, Silver Bar x32",,
15,Far Land,Tech Recipe,Efficient Crafters,Requires: Zinc Bar x822,,
15,Far Land,Tech Recipe,Enforce the Use Tax,"Requires: Titanium Bar x3, Iron Bar x3.5K",,
15,Far Land,Tech Recipe,Headlamps,"Requires: Metal Pipe x81, Gold Bar x13",,
15,Far Land,Tech Recipe,High School Recruiters,"Requires: Screw x609, Barbed Wire x953",,
15,Far Land,Tech Recipe,Increase Sales Tax,"Requires: Aluminum Bar x31, Tin Bar x2.4K",,
15,Far Land,Tech Recipe,Increase Taxes on Corporations,Requires: Copper Bar x644,,
15,Far Land,Tech Recipe,Increase Taxes on the Rich,Requires: Iron Bar x128,,
15,Far Land,Tech Recipe,Infrastructure Upgrades,"Requires: Copper Wire x113, Nickel Bar x31",,
15,Far Land,Tech Recipe,Lanterns,"Requires: Nail x109, Lead Bar x259",,
15,Far Land,Tech Recipe,Logistics,"Requires: Zinc Bar x353, Nickel Bar x52",,
15,Far Land,Tech Recipe,Mandatory draft,"Requires: Copper Wire x405, Silicon Bar x45",,
15,Far Land,Tech Recipe,Mine Carts,"Requires: Nickel Bar x261, Lead Bar x24",,
15,Far Land,Tech Recipe,Pickaxes,"Requires: Iron Bar x15, Tin Bar x94",,
15,Far Land,Tech Recipe,Radio Commercials,Requires: Lead Bar x13,,
15,Far Land,Tech Recipe,Smelt Dupe,"Requires: Silicon Bar x93, Iron Bar x1.5K",,
15,Far Land,Tech Recipe,Smelt Smelt Smelt,"Requires: Aluminum Bar x203, Platinum Bar x5",,
15,Far Land,Tech Recipe,Something about Trucks,"Requires: Metal Sheet x54, Gold Bar x23",,
15,Far Land,Tech Recipe,TV Commercials,"Requires: Aluminum Bar x47, Silicon Bar x174",,
15,Far Land,Tech Recipe,Tariffs,"Requires: Metal Pipe x88, Nickel Bar x1.3K",,
15,Far Land,Tech Recipe,Torches,Requires: Zinc Bar x88,,
16,Reconquest 1065,Dig Sites,Dig Site 52036673,Cost: 52.0M; Time: 23 hours; Type: p51 c28 u14 r07,Territory: Huete,"Part of bonuses: Uclés, Almoravid Empire, Taifa of Toledo, Kingdom of Castilla Expansion Circa 1200"
16,Reconquest 1065,Dig Sites,Dig Site 222970667,Cost: 223.0M; Time: 32 hours; Type: p97 e03,Territory: Salamanca,"Part of bonuses: Salamanca, Kingdom of Leon Expansion Circa 1200, Trans-Duero Unoccupied Territories"
16,Reconquest 1065,Dig Sites,Dig Site 591298815,Cost: 591.3M; Time: 8 hours; Type: c100,Territory: Tarragona,"Part of bonuses: Crown of Aragon circa 1200, Taifa of Tortosa, Tarragona, Almoravid Empire"
16,Reconquest 1065,Dig Sites,Dig Site 1141736621,Cost: 1.1B; Time: 20 hours; Type: p58 c24 u12 r06,Territory: Nimes,"Part of bonuses: Crown of Aragon circa 1200, County of Toulouse, Mid Languedoc, Knights Hospitaller"
16,Reconquest 1065,Dig Sites,Dig Site 1799365419,Cost: 1.8B; Time: 22 hours; Type: p98 e02,Territory: Bunyol,"Part of bonuses: Taifa of Valencia, Valencia, Almoravid Empire, Cid Domains Circa 1094"
16,Reconquest 1065,Dig Sites,Dig Site 2539204746,Cost: 2.5B; Time: 8 hours; Type: c100,Territory: Niebla,"Part of bonuses: Huelva, Taifa of Sevilla, Almoravid Empire"
16,Reconquest 1065,Dig Sites,Dig Site 3258501066,Cost: 3.3B; Time: 8 hours; Type: c100,Territory: Maó,"Part of bonuses: Taifa of Denia, Baleares, Almoravid Empire"
16,Reconquest 1065,Dig Sites,Dig Site 4891578880,Cost: 4.9B; Time: 30 hours; Type: c31 u69,Bonus: Taifa of Carmona,Part of bonuses: Almoravid Empire
16,Reconquest 1065,Dig Sites,Dig Site 6513949790,Cost: 6.5B; Time: 22 hours; Type: p98 e02,Territory: Jerada,"Part of bonuses: Zenata Dynasty, Oujda, Almoravid Empire"
16,Reconquest 1065,Hospital,Hospital00,"Base armies saved: 3.1K; Upgrade costs: 444.6K, 3.2M, 185.2M, 1.1B, 7.6B, 43.4B",Territory: Mahamud,"Part of bonuses: Burgos, Kingdom of Castilla, Kingdom of Castilla Expansion Circa 1200"
16,Reconquest 1065,Hospital,Hospital01,"Base armies saved: 117.9K; Upgrade costs: 12.7M, 68.6M, 1.2B, 6.4B, 37.0B",Territory: Hijar,"Part of bonuses: Crown of Aragon circa 1200, Taifa of Zaragoza, Belchite, Almoravid Empire"
16,Reconquest 1065,Hospital,Hospital02,"Base armies saved: 376.6K; Upgrade costs: 175.8M, 986.6M, 5.1B, 27.3B",Territory: Limós,"Part of bonuses: Crown of Aragon circa 1200, County of Toulouse, Sud Languedoc"
16,Reconquest 1065,Hospital,Hospital03,"Base armies saved: 1.1M; Upgrade costs: 711.9M, 10.3B",Territory: Alcañices,"Part of bonuses: Zamora, Kingdom of Leon, Kingdom of Leon Expansion Circa 1200"
16,Reconquest 1065,Hospital,Hospital04,"Base armies saved: 3.3M; Upgrade costs: 3.8B, 19.0B",Territory: Gulf of Valencia,Part of bonuses: Mediterranean Trade
16,Reconquest 1065,Hospital,Hospital05,Base armies saved: 5.1M; Upgrade costs: 12.2B,Territory: Tolon,"Part of bonuses: County of Provence, Ouest Provence"
16,Reconquest 1065,Hospital,Hospital06,Base armies saved: 10.9M; Upgrade costs: 13.4B,Territory: Montemayor,"Part of bonuses: Taifa of Cordoba, Córdoba, Almoravid Empire"
16,Reconquest 1065,Largest Cache,Army Cache,497.3M,Bonus: Taifa of Denia,Part of bonuses: Almoravid Empire
16,Reconquest 1065,Largest Cache,Army Cache,501.3M,Bonus: Corsica,
16,Reconquest 1065,Largest Cache,Army Cache,678.7M,Bonus: Hammadid Dynasty,
16,Reconquest 1065,Largest Cache,Army Cache,703.2M,Bonus: Taifa of Cordoba,Part of bonuses: Almoravid Empire
16,Reconquest 1065,Largest Cache,Army Cache,744.1M,Bonus: Dauphine,
16,Reconquest 1065,Largest Cache,Money Cache,1.8B,Territory: Chellalat El Adhaoura,"Part of bonuses: Hammadid Dynasty, Djelfa, Almoravid Empire"
16,Reconquest 1065,Largest Cache,Money Cache,2.0B,Bonus: Duchy of Burgundy,
16,Reconquest 1065,Largest Cache,Money Cache,2.2B,Bonus: Kingdom of Longobardi,
16,Reconquest 1065,Largest Cache,Money Cache,2.5B,Bonus: Jaén,"Part of bonuses: Taifa of Granada, Almoravid Empire"
16,Reconquest 1065,Largest Cache,Money Cache,3.8B,Bonus: Zirid Emirate,
16,Reconquest 1065,Largest Territories,Territory Cost,"1.1B (JS, TS, QS)",Territory: El Kasdir,"Part of bonuses: Zenata Dynasty, Naama, Almoravid Empire"
16,Reconquest 1065,Largest Territories,Territory Cost,"1.1B (JS, TS, QS)",Territory: Alguer,"Part of bonuses: Giudicati Sardi, Logudoro"
16,Reconquest 1065,Largest Territories,Territory Cost,"1.2B (JS, TS)",Territory: Andujar,"Part of bonuses: Taifa of Granada, Calatrava, Almoravid Empire"
16,Reconquest 1065,Largest Territories,Territory Cost,"1.8B (JS, TS, QS)",Territory: Jerada,"Part of bonuses: Zenata Dynasty, Oujda, Almoravid Empire"
16,Reconquest 1065,Largest Territories,Territory Cost,847.1M (JS),Territory: Tizzano,"Part of bonuses: Corsica, South Corse"
16,Reconquest 1065,Market,Belluminkling,"Resources: Tin Bar, Iron Bar, Copper Bar, Zinc Bar",Territory: Alhambra,"Part of bonuses: Montiel, Almoravid Empire, Taifa of Toledo, Order of Santiago + Leon or Santiago Capitals, Order of Santiago Penalty All, Order of Santiago Penalty 2 cities, Order of Santiago + Leon, Order of Santiago + Santiago"
16,Reconquest 1065,Market,Cleakuwaked,"Resources: Gold Bar, Metal Pipe, Platinum Bar, Nail",Territory: Le Puy,"Part of bonuses: County of Velay, Nord Languedoc"
16,Reconquest 1065,Market,Mixtup,"Resources: Nickel Bar, Copper Wire, Barbed Wire, Lead Bar",Territory: Cardona,"Part of bonuses: Crown of Aragon circa 1200, County of Barcelona and Vasals, Cardona"
16,Reconquest 1065,Market,Twisometo,"Resources: Silicon Bar, Aluminum Bar, Screw, Silver Bar",Bonus: Kingdom of Portugal Circa 1200,
16,Reconquest 1065,Mercenary Camp,MercenaryCamp000,Base mercs: 473.5K; Base cost: 1.49,Territory: Gebara,"Part of bonuses: Kingdom of Pamplona, Vitoria, Kingdom of Castilla Expansion Circa 1200"
16,Reconquest 1065,Mercenary Camp,MercenaryCamp001,Base mercs: 3.8M; Base cost: 7.03,Territory: Roa,"Part of bonuses: Valladolid, Kingdom of Castilla, Kingdom of Castilla Expansion Circa 1200"
16,Reconquest 1065,Mercenary Camp,MercenaryCamp002,Base mercs: 16.7M; Base cost: 7.33,Territory: Uclés,"Part of bonuses: Uclés, Almoravid Empire, Taifa of Toledo, Kingdom of Castilla Expansion Circa 1200"
16,Reconquest 1065,Mercenary Camp,MercenaryCamp003,Base mercs: 47.3M; Base cost: 8.41,Territory: Alcañiz,"Part of bonuses: Crown of Aragon circa 1200, Taifa of Zaragoza, Alcañiz, Almoravid Empire, Order of Calatrava + Castilla Capital"
16,Reconquest 1065,Mercenary Camp,MercenaryCamp004,Base mercs: 78.5M; Base cost: 13.79,Territory: Sent Gaudenç,"Part of bonuses: Crown of Aragon circa 1200, County of Toulouse, Haute Garonne, Duchy of Aquitaine Circa 1180"
16,Reconquest 1065,Mercenary Camp,MercenaryCamp005,Base mercs: 139.9M; Base cost: 14.93,Territory: Teruel,"Part of bonuses: Crown of Aragon circa 1200, Taifa of Albarracin, Teruel, Almoravid Empire, Cid Domains Circa 1094"
16,Reconquest 1065,Mercenary Camp,MercenaryCamp006,Base mercs: 228.8M; Base cost: 16.86,Territory: Girona,"Part of bonuses: Crown of Aragon circa 1200, County of Barcelona and Vasals, Girona"
16,Reconquest 1065,Mercenary Camp,MercenaryCamp007,Base mercs: 409.2M; Base cost: 24.62,Territory: Castrillo,"Part of bonuses: León West, Kingdom of Leon, Kingdom of Leon Expansion Circa 1200"
16,Reconquest 1065,Mercenary Camp,MercenaryCamp008,Base mercs: 443.5M; Base cost: 26.60,Territory: Iniesta,"Part of bonuses: Taifa of Valencia, Utiel, Almoravid Empire"
16,Reconquest 1065,Mercenary Camp,MercenaryCamp009,Base mercs: 624.6M; Base cost: 32.73,Territory: Alburquerque,"Part of bonuses: Badajoz, Almoravid Empire, Taifa of Badajoz, Order of Alcantara + Leon Capital"
16,Reconquest 1065,Mercenary Camp,MercenaryCamp010,Base mercs: 904.9M; Base cost: 34.83,Territory: Alconchel,"Part of bonuses: Badajoz, Taifa of Sevilla, Almoravid Empire"
16,Reconquest 1065,Mercenary Camp,MercenaryCamp011,Base mercs: 1.3B; Base cost: 38.42,Territory: Arjona,"Part of bonuses: Taifa of Granada, Jaén, Almoravid Empire, Order of Calatrava + Castilla Capital"
16,Reconquest 1065,Mercenary Camp,MercenaryCamp012,Base mercs: 1.8B; Base cost: 41.02,Territory: Ligurian Sea,Part of bonuses: Mediterranean Trade
16,Reconquest 1065,Mercenary Camp,MercenaryCamp013,Base mercs: 2.4B; Base cost: 44.29,Territory: Murèra,"Part of bonuses: Giudicati Sardi, Calari"
16,Reconquest 1065,Mercenary Camp,MercenaryCamp014,Base mercs: 1.3B; Base cost: 47.31,Territory: Forcauquier,"Part of bonuses: County of Provence, Est Provence"
16,Reconquest 1065,Meta,Total Armies Required,61.4B,,
16,Reconquest 1065,Meta,Total Base Army Caches,7.0B,,
16,Reconquest 1065,Meta,Total Base Mercenaries,9.6B,,
16,Reconquest 1065,Meta,Total Base Mercenaries Costs,368.6B,,
16,Reconquest 1065,Meta,Total Base Money Caches,31.3B,,
16,Reconquest 1065,Meta,Total Base Money Generation Per Sec,170.3K,,
16,Reconquest 1065,Meta,Total Hospitals Save per Terr,54.4M,,
16,Reconquest 1065,Meta,Total Hospitals Upgrade Costs,189.9B,,
16,Reconquest 1065,Meta,Total Powers Available,TWx3 SACx1 SMx1 FCx4 MRx1 FBx1 IMx1 SLx1,,
16,Reconquest 1065,Meta,Total Territories,767,,
16,Reconquest 1065,Recipe,Aluminum Bar,Requires: Aluminum x6.4K,Territory: Pesoz,"Part of bonuses: Pravia, Kingdom of Leon, Kingdom of Leon Expansion Circa 1200"
16,Reconquest 1065,Recipe,Barbed Wire,"Requires: Copper Bar x7, Nickel Bar x1",Territory: Cantabric Sea,Part of bonuses: North Atlantic Trade
16,Reconquest 1065,Recipe,Copper Bar,Requires: Copper x403,Bonus: Navarra,"Part of bonuses: Kingdom of Pamplona, Kingdom of Navarra Circa 1200"
16,Reconquest 1065,Recipe,Copper Wire,Requires: Copper Bar x4,Territory: Burcharaloz,"Part of bonuses: Crown of Aragon circa 1200, Taifa of Zaragoza, Fraga, Almoravid Empire, Order of Montesa + Aragon Or Barcelona Capitals, Order Montesa Pen All, Order Montesa Pen 2 cities, Order Montesa Aragon, Order Montesa Barcelona"
16,Reconquest 1065,Recipe,Gold Bar,"Requires: Gold x15.8K, Tin x94.1K",Territory: Cáceres,"Part of bonuses: Cáceres, Almoravid Empire, Taifa of Badajoz"
16,Reconquest 1065,Recipe,Iron Bar,Requires: Iron x523,Territory: Aguilar de Campo,"Part of bonuses: Saldaña, Kingdom of Leon, Kingdom of Castilla Expansion Circa 1200"
16,Reconquest 1065,Recipe,Lead Bar,Requires: Lead x2.3K,Territory: Caors,"Part of bonuses: County of Toulouse, Lot, Knights Templar"
16,Reconquest 1065,Recipe,Metal Pipe,"Requires: Iron Bar x45, Lead Bar x11, Nickel Bar x19",Territory: Zafra,"Part of bonuses: Reina, Almoravid Empire, Taifa of Badajoz, Order of Santiago + Leon or Santiago Capitals, Order of Santiago Penalty All, Order of Santiago Penalty 2 cities, Order of Santiago + Leon, Order of Santiago + Santiago"
16,Reconquest 1065,Recipe,Metal Sheet,"Requires: Tin Bar x97, Silicon Bar x12",Territory: Settat,"Part of bonuses: Fes, Almoravid Dynasty, Almoravid Empire"
16,Reconquest 1065,Recipe,Nail,"Requires: Iron Bar x11, Tin Bar x14",Bonus: Sud Languedoc,Part of bonuses: County of Toulouse
16,Reconquest 1065,Recipe,Neodymium Bar,"Requires: Neodymium x116.5K, Gold x450.5K",Territory: Freila,"Part of bonuses: Taifa of Granada, Granada, Almoravid Empire"
16,Reconquest 1065,Recipe,Nickel Bar,Requires: Nickel x1.3K,Territory: Molina,"Part of bonuses: Crown of Aragon circa 1200, Taifa of Zaragoza, Medinaceli, Almoravid Empire"
16,Reconquest 1065,Recipe,Platinum Bar,"Requires: Platinum x27.3K, Iron x165.1K",Territory: Morón,"Part of bonuses: Ronda, Taifa of Carmona, Almoravid Empire, Order of Alcantara + Leon Capital"
16,Reconquest 1065,Recipe,Screw,Requires: Iron Bar x7,Bonus: Teruel,"Part of bonuses: Crown of Aragon circa 1200, Almoravid Empire"
16,Reconquest 1065,Recipe,Silicon Bar,Requires: Silicon x3.8K,Territory: Figueira da Foz,"Part of bonuses: Coimbra, Almoravid Empire, County of Coimbra, Kingdom of Portugal Circa 1200"
16,Reconquest 1065,Recipe,Silver Bar,"Requires: Silver x9.1K, Copper x70.9K",Territory: Barcouço,"Part of bonuses: Aveiro, County of Coimbra, Kingdom of Portugal Circa 1200"
16,Reconquest 1065,Recipe,Thorium Bar,"Requires: Thorium x66.7K, Silver x317.5K",Territory: Tilimsān,"Part of bonuses: Zenata Dynasty, Tlemcen, Almoravid Empire"
16,Reconquest 1065,Recipe,Tin Bar,Requires: Tin x426,Territory: Castro Urdiales,"Part of bonuses: Santander, Kingdom of Castilla, Kingdom of Castilla Expansion Circa 1200"
16,Reconquest 1065,Recipe,Tin Can,Requires: Tin Bar x32,Territory: Leiria,"Part of bonuses: Leiria, Almoravid Empire, Taifa of Badajoz, Kingdom of Portugal Circa 1200"
16,Reconquest 1065,Recipe,Titanium Bar,"Requires: Titanium x42.7K, Zinc x256.9K",Territory: Finâ,"Part of bonuses: Kingdom of Longobardi, Genova, Knights Templar"
16,Reconquest 1065,Recipe,Twine,Requires: Silicon Bar x33,Territory: Granada,"Part of bonuses: Taifa of Granada, Granada, Almoravid Empire, Muslim Capitals, CGranada"
16,Reconquest 1065,Recipe,Welding Rod,Requires: Aluminum Bar x11,Territory: Estepa,"Part of bonuses: Estepa, Taifa of Carmona, Almoravid Empire, Order of Santiago + Leon or Santiago Capitals, Order of Santiago Penalty All, Order of Santiago Penalty 2 cities, Order of Santiago + Leon, Order of Santiago + Santiago"
16,Reconquest 1065,Recipe,Zinc Bar,Requires: Zinc x767,Territory: Oropesa,"Part of bonuses: Plasencia, Almoravid Empire, Taifa of Toledo, Kingdom of Leon Expansion Circa 1200"
16,Reconquest 1065,Tech Recipe,!MS: Advanced negotiations,"Requires: Screw x143, Silicon Bar x32",,
16,Reconquest 1065,Tech Recipe,!MS: Assert dominance,Requires: Silver Bar x6,,
16,Reconquest 1065,Tech Recipe,!MS: Bait and switch tactics,"Requires: Nail x84, Nickel Bar x448",,
16,Reconquest 1065,Tech Recipe,!MS: Basic Marketing,"Requires: Tin Bar x16, Copper Bar x94",,
16,Reconquest 1065,Tech Recipe,!MS: Basic negotiations,"Requires: Lead Bar x34, Zinc Bar x553",,
16,Reconquest 1065,Tech Recipe,!MS: Break a few shins,"Requires: Metal Pipe x58, Gold Bar x11",,
16,Reconquest 1065,Tech Recipe,!MS: Efficient Smelters,"Requires: Iron Bar x381, Copper Bar x895",,
16,Reconquest 1065,Tech Recipe,!MS: Faster Construction,"Requires: Aluminum Bar x8, Tin Bar x1.6K",,
16,Reconquest 1065,Tech Recipe,!MS: Faster Crafters,"Requires: Copper Wire x74, Zinc Bar x113",,
16,Reconquest 1065,Tech Recipe,!MS: Faster Smelters,Requires: Copper Bar x62,,
16,Reconquest 1065,Tech Recipe,!MS: Hire Actual Doctors,"Requires: Titanium Bar x5, Zinc Bar x2.2K",,
16,Reconquest 1065,Tech Recipe,!MS: Incentive Program,Requires: Copper Bar x425,,
16,Reconquest 1065,Tech Recipe,!MS: Intern Salesman,"Requires: Iron Bar x14, Tin Bar x91",,
16,Reconquest 1065,Tech Recipe,!MS: Medicine Refinement,"Requires: Lead Bar x559, Nickel Bar x1.0K",,
16,Reconquest 1065,Tech Recipe,!MS: Prefab Assembly,"Requires: Tin Can x57, Silver Bar x16",,
16,Reconquest 1065,Tech Recipe,!MS: Price Collusion,"Requires: Nickel Bar x59, Zinc Bar x274",,
16,Reconquest 1065,Tech Recipe,!MS: Tell your workers that it's cash,Requires: Platinum Bar x7,,
16,Reconquest 1065,Tech Recipe,!MS: Window display on busy street,"Requires: Screw x61, Lead Bar x63",,
16,Reconquest 1065,Tech Recipe,Barehand Mining,Requires: Iron Bar x5,,
16,Reconquest 1065,Tech Recipe,Basic Recruitment,"Requires: Iron Bar x44, Copper Bar x266",,
16,Reconquest 1065,Tech Recipe,Better Trucks,Requires: Lead Bar x120,,
16,Reconquest 1065,Tech Recipe,Bigger Trucks,"Requires: Aluminum Bar x124, Gold Bar x5",,
16,Reconquest 1065,Tech Recipe,Billboards,"Requires: Copper Wire x87, Nickel Bar x17",,
16,Reconquest 1065,Tech Recipe,College Recruiters,"Requires: Copper Wire x684, Screw x276",,
16,Reconquest 1065,Tech Recipe,Cost Cutting,Requires: Barbed Wire x51,,
16,Reconquest 1065,Tech Recipe,Craft Craft Craft,Requires: Welding Rod x32,,
16,Reconquest 1065,Tech Recipe,Craft Dupe,"Requires: Aluminum Bar x51, Silicon Bar x161",,
16,Reconquest 1065,Tech Recipe,Cut Veteran's Benefits,"Requires: Barbed Wire x481, Nail x195",,
16,Reconquest 1065,Tech Recipe,Drafting,Requires: Tin Bar x48,,
16,Reconquest 1065,Tech Recipe,Drill Sergeant pay cuts,"Requires: Nail x86, Silicon Bar x36",,
16,Reconquest 1065,Tech Recipe,Drills,"Requires: Silicon Bar x331, Silver Bar x24",,
16,Reconquest 1065,Tech Recipe,Efficient Crafters,"Requires: Lead Bar x21, Nickel Bar x194",,
16,Reconquest 1065,Tech Recipe,Enforce the Use Tax,"Requires: Metal Pipe x64, Tin Bar x3.4K",,
16,Reconquest 1065,Tech Recipe,Headlamps,Requires: Tin Can x55,,
16,Reconquest 1065,Tech Recipe,High School Recruiters,"Requires: Metal Sheet x38, Copper Bar x5.1K",,
16,Reconquest 1065,Tech Recipe,Increase Sales Tax,"Requires: Aluminum Bar x32, Zinc Bar x1.2K",,
16,Reconquest 1065,Tech Recipe,Increase Taxes on Corporations,Requires: Zinc Bar x33,,
16,Reconquest 1065,Tech Recipe,Increase Taxes on the Rich,Requires: Iron Bar x145,,
16,Reconquest 1065,Tech Recipe,Infrastructure Upgrades,Requires: Zinc Bar x52,,
16,Reconquest 1065,Tech Recipe,Lanterns,"Requires: Lead Bar x257, Silicon Bar x74",,
16,Reconquest 1065,Tech Recipe,Logistics,"Requires: Barbed Wire x66, Nickel Bar x106",,
16,Reconquest 1065,Tech Recipe,Mandatory draft,Requires: Copper Bar x1.9K,,
